Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
NA19703,male,SAME124230,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.027011,5.08058e-05,0.00535356,-0.00758347,0.0217244
NA19704,female,SAME124236,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0270451,0.000181301,0.00529333,-0.00740813,0.0201136
NA19705,male,SAME124235,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release",,,,,
NA19707,female,SAME124234,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0214252,0.00317527,0.00592384,-0.00867117,0.0204459
NA19708,female,SAME124229,ASW,African Ancestry SW,AFR,African Ancestry,ASW,1000 Genomes phase 3 release,,,,,
NA19711,male,SAME124446,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0288365,-0.00114795,0.00533927,-0.00633587,0.0212606
NA19712,female,SAME124447,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0288674,-0.00132353,0.0054078,-0.00637356,0.0215111
NA19713,female,SAME124448,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0221901,0.00382816,0.00595204,-0.0102953,0.018867
NA19714,female,SAME124449,ASW,African Ancestry SW,AFR,African Ancestry,ASW,1000 Genomes phase 3 release,,,,,
NA19716,female,SAME124450,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.011794,0.00271757,0.0391205,0.0314299,0.00772236
NA19717,male,SAME124451,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0123105,0.00145846,0.0417858,0.0365829,0.00847074
NA19718,female,SAME124444,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19719,female,SAME124445,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.010884,0.00777825,0.0318541,0.0193525,0.00502106
NA19720,male,SAME124118,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0122212,-0.000437619,0.0464923,0.0428269,0.00891443
NA19721,female,SAME125311,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19722,female,SAME124696,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0115575,0.00550888,0.0353197,0.0261191,0.00674954
NA19723,male,SAME124695,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0100319,0.00439829,0.035939,0.0267612,0.00741221
NA19724,male,SAME124690,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19725,female,SAME124689,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0111752,0.0110158,0.0280045,0.0115127,0.00385462
NA19726,male,SAME124692,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0138425,0.00117187,0.0440144,0.039479,0.00828492
NA19727,male,SAME123639,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19728,female,SAME124702,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.015734,-0.00947949,0.059402,0.0676832,0.0117389
NA19729,male,SAME124701,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0152256,-0.00822914,0.0583969,0.065096,0.01022
NA19730,female,SAME124869,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19731,female,SAME124870,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0159746,-0.0102235,0.0644126,0.0737867,0.0135216
NA19732,male,SAME124778,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0159013,-0.00980875,0.0627101,0.0714221,0.0133006
NA19733,female,SAME124868,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19734,female,SAME124873,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0136407,0.00128445,0.0428994,0.0385705,0.00908752
NA19735,male,SAME124874,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0148878,-0.00747994,0.0573508,0.0629913,0.0121923
NA19737,female,SAME124872,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19738,male,SAME123482,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19740,female,SAME124719,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0136811,-0.0042459,0.0513,0.0524793,0.0101387
NA19741,male,SAME124718,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0151506,-0.00660214,0.0553409,0.0597095,0.0119749
NA19742,male,SAME123504,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,1000 Genomes phase 3 release,,,,,
NA19746,female,SAME123502,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.013103,-0.0017655,0.0480457,0.0468529,0.00977868
NA19747,male,SAME123501,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.012302,0.00432321,0.037447,0.0306204,0.0072932
NA19748,female,SAME124729,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19749,female,SAME124726,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113938,0.00629862,0.0246457,0.0117824,0.00333327
NA19750,male,SAME123698,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0110582,0.0128086,0.0237403,0.00741311,0.00380973
NA19751,male,SAME123699,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19752,female,SAME123700,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0125516,0.00559272,0.0368892,0.0281989,0.00656336
NA19753,male,SAME123701,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes phase 3 release,1000 Genomes phase 1 release",,,,,
NA19754,female,SAME123694,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"",,,,,
NA19755,female,SAME123695,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0121532,-0.0019319,0.046815,0.0451612,0.0114426
NA19756,male,SAME123696,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0107668,0.00495679,0.0344338,0.0265309,0.00564877
NA19757,male,SAME123697,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19758,female,SAME123706,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0141682,-0.00365166,0.0514512,0.0532,0.00967778
NA19759,male,SAME123707,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0139624,-0.00328482,0.0510677,0.0528351,0.00844928
NA19760,female,SAME123895,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19761,female,SAME123894,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0115967,0.00295476,0.0395169,0.0342342,0.00816382
NA19762,male,SAME123897,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.011507,0.000653403,0.0425076,0.038838,0.00932541
NA19763,female,SAME123896,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19764,female,SAME123898,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0106704,0.00943508,0.0309546,0.0178104,0.00282328
NA19766,female,SAME123899,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,1000 Genomes phase 3 release,,,,,
NA19770,female,SAME124068,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0107427,0.00826579,0.0305269,0.0192783,0.00526506
NA19771,male,SAME124069,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113924,0.00472986,0.0354835,0.0280431,0.0061047
NA19772,male,SAME124066,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19773,female,SAME124067,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0115206,0.00944305,0.0287546,0.0162951,0.00476998
NA19774,male,SAME124064,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0109,0.00543523,0.0349002,0.0260666,0.00678507
NA19775,female,SAME124065,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19776,female,SAME124062,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.00931622,0.00519753,0.0346479,0.0255045,0.00716655
NA19777,male,SAME124063,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0098007,0.00660576,0.0340026,0.0227319,0.00595727
NA19778,male,SAME124060,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19779,female,SAME124061,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.010848,0.0123645,0.0257492,0.0102662,0.00470157
NA19780,male,SAME123147,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113722,0.0108654,0.0290535,0.0150894,0.00421358
NA19781,female,SAME123146,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19782,female,SAME123145,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.010524,0.0062507,0.0342261,0.0246927,0.00666449
NA19783,male,SAME123144,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0140734,-0.00247592,0.0509025,0.0502977,0.0103402
NA19784,male,SAME123151,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19785,female,SAME123150,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0124631,-0.00218868,0.0472278,0.0463269,0.00899415
NA19786,male,SAME123149,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.012368,0.00264619,0.0404437,0.0361772,0.007068
NA19787,male,SAME123148,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19788,female,SAME123153,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0124294,-0.000373347,0.0454184,0.0417929,0.00925055
NA19789,male,SAME123152,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0103623,0.00656168,0.0327189,0.0235528,0.00712015
NA19790,female,SAME123326,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19792,male,SAME123327,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.00920056,0.0122156,0.0189776,0.0197736,-0.0380264
NA19794,female,SAME123328,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0113286,0.0120847,0.0257831,0.00994561,0.00333916
NA19795,male,SAME123329,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0112508,0.00502863,0.0359081,0.0276057,0.00663125
NA19796,male,SAME123330,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19797,female,SAME123331,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,1000 Genomes on GRCh38,,,,,
NA19798,male,SAME123332,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,1000 Genomes on GRCh38,,,,,
NA19818,male,SAME124677,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0216026,0.00304337,0.00614232,-0.0087662,0.0173442
NA19819,female,SAME124676,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0213882,0.00363938,0.00573089,-0.00863156,0.0173535
NA19828,male,SAME125246,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19834,male,SAME125030,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0226217,0.00319225,0.00574172,-0.00935655,0.0193334
NA19835,female,SAME125029,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0263378,0.000413665,0.00541299,-0.0078962,0.0222414
NA19836,female,SAME125031,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release",,,,,
NA19900,male,SAME125050,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0264883,0.000652964,0.00536316,-0.00765453,0.0198857
NA19901,female,SAME125049,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0302609,-0.00170749,0.00562894,-0.00553495,0.0196078
NA19902,female,SAME125051,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19904,male,SAME125047,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0256497,0.00132902,0.00586604,-0.00829657,0.0187245
NA19905,female,SAME125046,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"",,,,,
NA19908,male,SAME125053,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0284808,-0.000636892,0.00567853,-0.00697759,0.0219579
NA19909,female,SAME125052,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0281409,-0.00104236,0.00671905,-0.00437743,0.0212962
NA19913,female,SAME124432,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0277777,0.000285108,-0.000652409,0.000417847,-0.0184824
NA19914,female,SAME125273,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0208083,0.00447024,0.00587538,-0.00945374,0.0140901
NA19915,male,SAME125274,ASW,African Ancestry SW,AFR,African Ancestry,ASW,1000 Genomes phase 3 release,,,,,
NA19916,male,SAME125271,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0289933,-0.000635462,0.00515692,-0.0069769,0.0200927
NA19917,female,SAME125272,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0298599,-0.00159718,0.00549421,-0.00602082,0.0215774
NA19918,male,SAME125275,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19919,male,SAME125276,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
NA19920,male,SAME124713,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0300464,-0.00127928,0.00555913,-0.00734022,0.0215286
NA19921,female,SAME124712,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0141765,0.00427319,0.01232,-0.00269347,0.0155126
NA19922,male,SAME124711,ASW,African Ancestry SW,AFR,African Ancestry,ASW,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",0.0205399,0.00444626,0.00604775,-0.00886315,0.0159423
